epoch,test_acc,train_acc,test_loss,train_loss
1,0.7680092324055917,0.7301599207809379,0.0967110407005236,0.07923244554730295
2,0.7533312972628143,0.7164477357026009,0.09275932118151951,0.07689416070369262
3,0.742802826092531,0.7083560725790693,0.0902613847001085,0.07558520518026306
4,0.7252430831852207,0.6919504733784764,0.08871231568091124,0.07346817210895344
5,0.727284355216085,0.6941657313296637,0.08879167224886347,0.0738372008307177
6,0.7353700081699381,0.7021104073323797,0.08971175385042301,0.07484589600302641
7,0.7260385767368355,0.693446802866449,0.08769547273811784,0.07393014271861141
8,0.7249809080055392,0.6911056420348574,0.08815008734615104,0.07337907155595937
9,0.7272611370886793,0.6945793366735283,0.0877701767439981,0.07393557923728401
10,0.7117049824865388,0.678722839697002,0.08723740207338795,0.07208678011502166
11,0.713907168803515,0.6811797436095681,0.08614974751055819,0.07241686755447711
12,0.7280514333952746,0.6955610222601757,0.08847219316126073,0.07403804260550194
13,0.7092633901644912,0.6764897919334425,0.08572061085006566,0.07204226616010503
14,0.7077022533913586,0.6743334538338253,0.08576712844151894,0.07156366815121429
15,0.7042896818819507,0.671471784650506,0.08832383691107185,0.07130487711684218
16,0.706562144722673,0.6735271536287257,0.08678471391062134,0.07171821742526537
17,0.6978468002545198,0.6656042469670722,0.08466798761515941,0.07067353882401892
18,0.6841492582696429,0.6509989712957713,0.08278422614613783,0.06901732671246366
19,0.6915811053155573,0.6590458047818633,0.08350611384053833,0.06999671506216225
20,0.7008967236757985,0.6648137081295304,0.08521527876553026,0.07074363397669445
21,0.6835930956774192,0.6511765731142599,0.08457315214050626,0.0690575181823043
22,0.675642424260299,0.6429413246674802,0.08164478361027912,0.06833458945010472
23,0.6721624654052573,0.6389665779559756,0.08165487943633089,0.06777506111894996
24,0.6762475548727991,0.6433834483727922,0.08433456552549473,0.0682156091574037
25,0.6822770782498027,0.6497495382166127,0.08491859679083222,0.06923718587721436
26,0.6646070279392103,0.6307635624253022,0.08139507971631671,0.0668945027858887
27,0.6745889364601934,0.6415484157898991,0.08331107803918783,0.06841856288244423
28,0.6549799603340553,0.6226816378644691,0.07984743751947163,0.0661001834041864
29,0.6790686621927443,0.6457083803338224,0.08501782199566804,0.068528890121475
30,0.6803975371626694,0.6476462806930191,0.08258246869138143,0.06891476370177223
31,0.6606688990583427,0.627088995020783,0.08048742995100114,0.06665978651240613
32,0.6486145282265541,0.6155955876247273,0.0793501642143842,0.06539975036188815
33,0.6370236183506741,0.6040274470901715,0.07937702551050094,0.06420478049340178
34,0.6422473474870679,0.6079120418728086,0.07855519623432344,0.06482379992031356
35,0.6312981257799265,0.5987382364923902,0.07828206644908896,0.06378095106954135
36,0.6617717554115083,0.6287172767080657,0.08397762723339414,0.06669098920035131
37,0.6093999319248323,0.5763658852223494,0.07740290998255164,0.061455392179269236
38,0.6119452483792547,0.5784428087189287,0.07560986873594303,0.06163331750527169
39,0.6106050388846981,0.5759130104567429,0.07567427198863724,0.06182556442952561
40,0.6272880099004782,0.5926852077185075,0.07969319892739787,0.0630948786054132
41,0.5901388933487725,0.5556572272297812,0.07253157108732798,0.05915693068894946
42,0.6382426738045154,0.6055147637130481,0.07762522901435501,0.06443352614827816
43,0.6210175647821041,0.5854526976487864,0.07650323935504098,0.0630944487503142
44,0.578008953362123,0.543007672164561,0.07074442708376542,0.057979870750342756
45,0.5570287016600228,0.5185867944825489,0.06743874762532781,0.05458105742497352
46,0.5826795613080277,0.5480783296163315,0.07314440926301827,0.058570385738773253
47,0.579352632409713,0.5396904943365877,0.07069619795651112,0.05740899032488176
48,0.5642966216792207,0.5195379736760106,0.06814371208542759,0.05460049967887332
49,0.5631042650537066,0.5249275629174133,0.07116782404844044,0.05567915702365266
50,0.6036025228573947,0.565501040565572,0.0765290217998537,0.06095186233954522
