epoch,test_acc,train_acc,test_loss,train_loss
1,0.7498120267440105,0.7080286721693075,0.07930695070225058,0.07863763316525417
2,0.7163694566368479,0.6765153858016183,0.07503660182351048,0.07391124075839242
3,0.835736056399424,0.795217673854812,0.09136540522274461,0.08778307482021526
4,0.7400112549336182,0.7011736361173985,0.07785349389881764,0.07558502247828303
5,0.6285036465826495,0.5983057000982063,0.06090797968570468,0.060686356261444904
6,0.560920018470964,0.5429693113637684,0.0495511387447709,0.05076952213511884
7,0.5465214256215043,0.514498292262913,0.05222292924390256,0.05171523871605547
8,0.5190671531495608,0.4912236844544076,0.048136486952165956,0.04820609839578855
9,0.5020486474752847,0.4824696628337364,0.04229135597938473,0.0438015863516377
10,0.5009025248822027,0.4810054878610327,0.041897174007105596,0.04388314680856408
11,0.5031442837801627,0.48629284930061634,0.04137932686406432,0.043043242478110255
12,0.5022031685151577,0.48371409841782953,0.041420591036671575,0.04338636234836671
13,0.5045246526169862,0.4865287010028178,0.042098305685427585,0.04343416517401494
14,0.501626621286177,0.4842827731879525,0.04122847448853613,0.042908716829294716
15,0.5069537660641792,0.48937978847722396,0.04135743181392985,0.04315882385030244
16,0.5036331808060023,0.4853855986400313,0.04131886146022278,0.04289811166925627
17,0.505755114233142,0.49042607708860075,0.040334266293974755,0.0422441160432922
18,0.5092439746946347,0.495710814097201,0.04038204563763535,0.04203159117944611
19,0.5058078591089493,0.49049244619545274,0.03975987492255794,0.042193910631450636
20,0.518807090255634,0.5110869413874124,0.038495323394687433,0.04162658360397931
21,0.50986308341617,0.4982716675730966,0.03873524735274824,0.04170675471750567
22,0.5087172281941361,0.49564509357478975,0.03980057896340935,0.04172586194845369
23,0.5105091128749122,0.4983634884092143,0.039514462563019354,0.04155287666481386
24,0.5091466256186884,0.49635173194752646,0.039777951043786355,0.04165598816120798
25,0.5226476598880594,0.5151552998343296,0.03834187467266055,0.04152083356222771
26,0.5133192316606907,0.5024351156933611,0.038946190650023305,0.04132476175041164
27,0.5158400300649894,0.505633810826061,0.039284237958852525,0.041442165413455474
28,0.5149355694417445,0.5057285493598193,0.03960875309642079,0.041161439770344393
29,0.5154841599634742,0.5067401851378736,0.03818880180710728,0.041266440178801135
30,0.5171094979994193,0.5096848521457754,0.03861438663839137,0.04110350498694529
31,0.5136072439406156,0.5034675633581684,0.03919295322837182,0.04118726454964541
32,0.5140242054828028,0.5034307367991049,0.03889422523743898,0.041433961962539595
33,0.5229731309309097,0.5179171819920307,0.03776415900408643,0.04095365501289229
34,0.5187687126705313,0.5119766596259918,0.037748371440808746,0.040928853702848975
35,0.5188063099058218,0.5118362182829832,0.03773738154508535,0.040887392758961444
36,0.517686146258805,0.5097837022375845,0.03774488012044175,0.040934177875084785
37,0.5203725442826664,0.514213192124949,0.03885397633302559,0.04095208377224728
38,0.5202251179950775,0.5135948284021553,0.03966150852372345,0.04082684567903431
39,0.519843253887252,0.5131646959843298,0.03910717744271732,0.04096598944002853
40,0.521518182936726,0.5156170702840899,0.0383895119127718,0.04086126322017133
41,0.5263386382858208,0.5231602722917461,0.037760829173245476,0.04093308060529452
42,0.5241739635642516,0.5202242640008967,0.03753457956233071,0.040741071303926624
43,0.524562420554201,0.5207581612160406,0.03738788233219999,0.04092708295120776
44,0.5205919729844884,0.5140188169066404,0.038194525733734795,0.04083138829079068
45,0.5184531527520495,0.5103742559125256,0.03791429145822247,0.04106373906822749
46,0.5215960706632056,0.5165394631328403,0.03831639951004565,0.040742594088671855
47,0.521735124178715,0.5164509474167412,0.03759891575979955,0.040760200398350224
48,0.5252181387271324,0.5214292026757344,0.03792033547047272,0.040764004606934426
49,0.5240611915649398,0.5204101929845292,0.037391182216047085,0.04083530203376001
50,0.5210002754709586,0.5149486794826746,0.037574301645593736,0.04072107463279395
