epoch,test_acc,train_acc,test_loss,train_loss
1,0.7141617220116107,0.705576663688119,0.08090625544196194,0.07769985692304315
2,0.6766351346449255,0.6859141561056775,0.07689287419458038,0.07473760477981521
3,0.65645990567669,0.6643216877195278,0.07264679916275357,0.07247760613421791
4,0.5436626903520637,0.5407731118078989,0.059275307412286406,0.056726242587404344
5,0.8460102808975069,0.8698141867210037,0.09540437060652428,0.09727725773615745
6,0.5741174532191344,0.5849561537081137,0.06458726402335954,0.0638982550539438
7,0.6316486215516476,0.6473763977391822,0.06904030178935783,0.06990995881988586
8,0.476849142734237,0.48415798918912223,0.04617671520241256,0.043540033236037466
9,0.48496344490375864,0.4908773230302053,0.04893087176153961,0.04801898346580927
10,0.5083054542397347,0.5069440057222211,0.040955713000691056,0.04041444688348226
11,0.5719454381406067,0.5591221772954694,0.04191362134461264,0.04063621962678085
12,0.6079528275370752,0.5914043905227944,0.043027796646923695,0.04201636398301541
13,0.4880622623260207,0.4918941402630015,0.04201293425652587,0.04155851388802227
14,0.6387355162109059,0.6197827714053987,0.04518192181888136,0.04369297945528355
15,0.49699572671748177,0.49725492316593334,0.04091177229742402,0.04071367653177201
16,0.6012996466527499,0.5852907968462951,0.042706974791091624,0.04144758823354846
17,0.48509954184068704,0.48947076605630224,0.043047456197368286,0.0416780526125894
18,0.6269690334920784,0.5989047157347391,0.04482359851448281,0.042837241230514446
19,0.5256837654538917,0.5192850443556979,0.040364845574480814,0.03995455435287316
20,0.6616711843295218,0.6428783883577109,0.046322976067228225,0.045311272903842834
21,0.5882983195794926,0.5692970144912053,0.042318243135526346,0.041232564604108776
22,0.7781331526887242,0.7345523948051791,0.05829164877678584,0.05366758626062893
23,0.7467393802331916,0.7068713589093362,0.05599679631515614,0.05101865949561295
24,0.510551191006215,0.507194525294133,0.04078712343301588,0.04023994811023902
25,0.5166245496232448,0.5116945812000163,0.04130933498873294,0.040183517720224785
26,0.6031102290272153,0.5759043189136152,0.04424311741463189,0.04193757459955308
27,0.6035281296598908,0.5887127828232716,0.04421925168592953,0.04162902460948935
28,0.4895173808962839,0.491255815066071,0.04245539045738943,0.04164182036681083
29,0.5834911956843903,0.5686924277531276,0.04347760034996329,0.04105347443769858
30,0.530572015300079,0.5220111856704795,0.04037494060483951,0.04001721450426046
31,0.47741242544942536,0.4844515246541046,0.04618267848798372,0.04526118233402088
32,0.5519434179271975,0.5397855392783163,0.04100001538262784,0.040013449411224394
33,0.5793872356680672,0.5660085859308944,0.0426372469050213,0.040618181228637695
34,0.5363566996828533,0.5264117031280312,0.04168215415720801,0.04006028515331953
35,0.5377381737423055,0.5292360638948527,0.0408011933842909,0.04005288934895714
36,0.6085035069081263,0.5914485344494487,0.043292404740180784,0.04215947383092445
37,0.47300966987538745,0.4817537916066065,0.044577294562771486,0.043869474414482856
38,0.4967924853936895,0.4976684138395906,0.04091411626454696,0.04084288837044563
39,0.5544328209649111,0.5432727250643882,0.04112194738920453,0.04006855745881217
40,0.47204569116795686,0.48252197497026994,0.04605859727824776,0.0454787522988412
41,0.5675203699756937,0.5547081925001865,0.0411715010560832,0.04050501294940421
42,0.6062273991800327,0.5926703192252545,0.0426944356809542,0.041889651633292724
43,0.5414464465702057,0.5331153773449372,0.04026691767486554,0.04004163689260344
44,0.5284361445777127,0.5188968678954612,0.041358144754923665,0.040465892717531586
45,0.5205720368583738,0.5146903368422077,0.040585735758531444,0.04006600803107891
46,0.6230973853183353,0.6087481121027758,0.04367123544216156,0.04288213092435911
47,0.6012338038783441,0.5813322209964532,0.04272434853234337,0.041618385831418546
48,0.5166216487551585,0.5121931641954176,0.040943777025903315,0.04019068780092938
49,0.5408533014327596,0.5325979037664197,0.04058120797560053,0.039935453062497295
50,0.5971945198821151,0.5813919236436645,0.04232698461963135,0.04132241773807887
