epoch,test_acc,train_acc,test_loss,train_loss
1,0.43153183128846256,0.44061915139269564,0.024757758506293435,0.027796784831771573
2,0.4392803892320051,0.44779679475849926,0.025394186305189595,0.02764686938483738
3,0.41489076569869127,0.4206218977651812,0.025747117703979455,0.028339755974565315
4,0.4435793505675282,0.4531621408886883,0.024797651952910192,0.02741653640365716
5,0.42042500970994995,0.42771086188518875,0.025070700975297726,0.02774405390819878
6,0.4172020843501391,0.41880394843169055,0.027763451042684538,0.030120355538228182
7,0.4115534168767827,0.4194119351805601,0.024742969031472807,0.027738139250324766
8,0.3915160273719387,0.393422888734254,0.026220736573043378,0.028937727240031783
9,0.4604516790945763,0.47467736913623954,0.024576836202329803,0.02748579586159836
10,0.398888658617658,0.40793842070056285,0.022996277412743245,0.025811257681727987
11,0.5166905577178108,0.5259740171523412,0.03993110431050791,0.04304243568150164
12,0.3818530883876381,0.37993470141447166,0.0286059101085061,0.030998396189901436
13,0.4021920368996655,0.4112452097353872,0.021604699417225367,0.02426927239245292
14,6.495664047263108,6.484487000795523,3.592866971654799,3.5190569729480927
15,0.417740307172238,0.41184188430733254,0.02297937638551286,0.02410610931590923
16,0.6030182955610771,0.6134309566639966,0.036786785982187514,0.03769913460444478
17,0.7259683499960713,0.7441754945414989,0.05013700089987042,0.05139642830901933
18,0.4075048408176263,0.4153950394184481,0.027491417107651534,0.03062849318228879
19,0.37835774722078364,0.3758592671940479,0.02134685037494863,0.02347019868134295
20,0.43819031986579515,0.4448336380343731,0.03133828004876387,0.03388618153420467
21,0.41208141402396525,0.4096711912575655,0.03328051718259321,0.03577499968695988
22,0.4058793424913353,0.41488852811365323,0.021574356529897858,0.022924522245393215
23,0.34814222267998823,0.35212902550357633,0.021523679452903063,0.024071401120751228
24,0.3516862411037083,0.3585479639110654,0.021757757273113843,0.024033086853626283
25,0.362450503831479,0.3594171277277166,0.024154170117910625,0.02643387438277307
26,0.3637335160344227,0.3673247719352008,0.01979231885046635,0.02171196977526528
27,0.39330387045432524,0.39111518711805277,0.019220550445098322,0.020649934314119007
28,0.3967725271243141,0.3936503303076282,0.01977374990588253,0.020655151827315105
